2021-03-21,"Muzyka: Najstarszą zapisana melodia pochodzi z około 1400 roku pne. Kamień z nutami został znaleziony w XX wieku w Syrii. Utwór nosi tytuł ""Hurrian Hymn""."
2021-03-22,"Muzyka: 4'33"" Johna Cage'a jest znanym utworem, który w zapisie nutowym ma tylko pauzy (brak dźwięku) przez 4 minuty i 33 sekundy. Najsłynniejsze wykonanie z otworzeniem klapy pianina, siedzeniu w ciszy i zakmnięciu tej klapy to już intepretacja wykonującego - John Cage zapisał tylko pauzy. Wszelkie dodatkowe rzeczy są dodane od wykonującego artysty."
2021-03-23,"Muzyka: John Cage należał do grupy znanej jako Fluxus - zrzeszała muzyków eksperymentalnych. Prace Cage'a praktycznie stworzyły tę grupę."
2021-03-24,"Muzyka: Cornelius Cardew, członek Fluxusu - w niektórych swoich utworach korzystał z ""analogowego generatora liczb losowych"". Jak ten generator działał? Wykonawca miał za zadanie otworzyć książkę telefoniczną na dowolnej stronie i przeczytać dowolny numer."
2021-03-25,"Muzyka: Mimo braku pokrewieństw z matematyką/programowaniem, niektóre utwory można nazwać typowym programowaniem muzyki. Każda z wylosowanych liczb określała daną czynność, symulując proste instrukcje warunkowe."
2021-03-26,"Muzyka: "
2021-03-27,"Muzyka: "
2021-03-28,"Muzyka: W naszej ""klasycznej"" zachodniej skali mamy 12 dźwięków, które są równo oddalone od siebie. Każdy dźwięk oddalony o 12 tonów od poprzedniego oznacza ""oktawę"" - dźwięk wyższy, jednak brzmiący tak samo. Muzyka mikrotonalna, to muzyka, która dzieli oktawę na inną liczbę tonów. Może być ich mniej (afrykańskie ludy mają 5-6 tonów i nawet nie zachowują oktawy!) lub więcej, ale wszelkie ""odejścia od normy"" nazywamy mikrotonami. Polecam ""Microtonal Flying Banana"" zespołu King Gizzard and the Lizard Wizard oraz muzykę wykonawcy Sevish."
2021-03-29,"Muzyka: https://www.youtube.com/watch?v=lzkOFJMI5i8 Steve Reich prezentuje z pozoru prosty utwór - dwóch ludzi klaszcze. Rytm jest prosty, jednak jest jeden haczyk. Co parę powtórzeń (wykonania są różne) jeden wykonawcza przesuwa się o nutę. Trwa to póki wzorce nie spotkają się ponownie w punkcie wyjścia. Co ciekawe, prosta koncepcja ewoluuje z czasem i przesunięte powtórzenia zmieniają się nie do poznania - coś, czego trudno się spodziewać po prostym przesunięciu zwykłego klaskania."
2021-03-30,"Muzyka: Wróćmy do Erica Satie i ""Gymnopédies"". W ""Gymnopédie 1"" możemy usłyszeć coś, co nazywamy ""harmoniczną oscylacją"". Na samym początku słyszymy dwa akordy, które powtarzają się naprzemiennie. Mało jest tu ruchu i napięcia. W dodatku dobór akordów sprawia, że bardzo trudno nam jest wybrać klucz, w którym jest to grany. Pierwszy akord wskazywałby na G, jednak drugi akord usilnie wskazuje na D. Jednak drugi akord jest na ""słabym"" miejscu, co sprawia, że cały wstęp jest bardzo niejednoznaczny. Co pokazuje też, że można z bardzo ograniczonej palety (dwa akordy w końcu!) stworzyć coś bardzo wyjątkowego i interesującego. Link: https://www.youtube.com/watch?v=S-Xm7s9eGxU"
2021-03-31,"Muzyka: https://www.youtube.com/watch?v=xAZo-rn_AAs Powyższy utwór bez kontekstu brzmi jak przedstawiciel lat 70 z jakiegoś kraju zachodniego, najpewniej UK lub USA. Jednak pochodzi z Zambii. Tuż po odzyskaniu niepodległości po Brytyjczykach zostało też trochę pozytywów - w tym płyty Beatlesów, Jimmiego Hendrixa, Rolling Stones etc. Bardzo wpłynęło to na miejscową scenę muzyczną, podobno każdy, kto grał na gitarze zaczynał od ""Hey Joe"". W latach 70 powstała pierwsza płyta, została wytłoczona w Kenii a przywiezionych zostało tylko 200 egzemplarzy - tyle tylko zmieściło się do samolotu. Jako, że społeczeństwo się bogaciło, to ludzie chętnie wydawali pieniądze na koncerty i płyty (które kosztowały 10 ówczesnych centów). Niestety historia nie ma szczęśliwego zakończenia - poprzez zagrożenie wojny ze strony sąsiadów, plus spadek cen miedzi (głównego towaru eksportowego Zambii) scena podupadła. W dodatku niedługo potem zapanowała epidemia AIDS, której rocknrollowy styl życia tylko pomógł. Do dzisiaj żyje bardzo mało muzyków z tego okresu (Witch się reaktywował i koncertuje!) a nagrania powoli udaje się odzyskiwać - na przykład tu: https://www.rappcats.com/shop/welcome-to-zamrock-v1/"
